movie_id,director_id
1141,18443
1143,38462
1145,35640
1147,20911
1148,28712
1149,28947
1151,2397
1152,30743
1153,28223
1154,22677
1156,29213
1157,17991
1158,33695
1160,9780
168,32346
1162,478
1163,31699
1164,22998
1167,23940
1169,35968
1170,9306
1171,2041
1172,1871
1173,32687
1174,25114
1176,20929
1177,28999
1178,17660
1179,9637
1180,15146
1181,27830
1182,8867
1183,14474
508,35022
1184,15689
1185,16715
1187,20577
1188,31361
1189,3561
1190,30542
1192,18179
1193,4605
1194,8960
1195,31502
1196,13511
1197,38359
1198,18185
1199,13799
1200,31448
1201,31061
1203,13643
1204,13415
1205,22472
1206,11710
1209,7533
1210,24924
1211,30863
1212,16677
1213,25974
1214,19701
1215,27869
1216,15764
1217,8548
1218,28562
1219,35615
1221,18024
1109,28022
1222,34192
1223,17631
1224,35874
1226,17333
1227,7328
1228,25107
1229,5782
1230,31448
1231,35062
1232,807
1233,22472
1234,12601
1235,21696
1236,30987
1237,20623
1238,29433
1239,34992
1240,34691
1242,34535
1244,33694
1245,7251
1246,35868
1248,22766
1249,8867
1250,31859
1251,34608
1253,14293
1254,16937
1255,32150
1256,17640
1257,36558
1258,27821
1260,7278
1261,15167
1262,30987
1264,15104
1265,18017
1266,23900
1268,30743
1269,24085
1270,35968
1271,8867
1272,28947
1275,30542
1277,2749
1278,16937
1279,38300
1282,28947
1284,31859
1285,24679
1287,28379
1288,25293
420,10931
1290,13932
1291,34727
1293,33931
1295,38662
1296,8761
1297,3874
1300,27078
1301,31054
1302,7055
1304,8329
1305,1378
1306,9155
1307,31624
1308,7055
1311,26443
1312,38712
1313,33106
1314,3561
1315,29508
1316,14850
1317,13254
1321,13498
1322,31434
1323,38202
1325,18443
1326,30811
1328,31496
1330,28947
1331,36457
1332,25439
1333,35086
1334,34193
1336,23148
1337,14974
1338,31696
1339,36976
1340,18024
1341,19372
858,25679
1343,11225
1344,11268
1345,13252
1346,34193
1347,13498
1349,35062
1350,19305
1351,27529
1354,8788
1355,700
1356,12353
1357,367
1358,27301
1359,18623
1360,5257
1361,12467
1362,25037
1363,28614
1366,37018
1368,29089
1369,29168
1370,9780
1371,25202
1373,34979
1374,31448
1376,33113
1378,8360
1379,3441
1380,16380
1383,1961
1384,32851
1385,31929
1388,26453
1389,5744
1392,8565
1393,2273
1394,36600
1395,5208
1396,8652
1397,8792
1399,23747
1401,15392
1403,27030
1404,15764
1405,15669
1406,3673
1409,39134
1411,28712
1412,279
92,6946
1413,3509
1415,34147
1418,2381
1419,30743
1420,18302
1423,31699
1424,38226
1425,37695
1426,31054
1429,24924
1432,8450
1433,28223
1434,1353
1118,11617
1437,28540
1440,13932
1441,20660
1442,18063
1443,31584
1444,9780
1448,3131
1449,3867
1450,34911
1451,36814
1454,31904
1455,31058
1457,16382
1459,372
1460,38763
1461,35804
1462,13126
1463,24676
1464,11481
1465,16383
1466,11837
1467,6744
1468,30197
1469,36557
1470,8720
1471,14959
1472,28947
1473,27160
1474,39023
1475,27890
1476,30712
1477,4737
1480,17631
1481,13511
1482,25139
1483,37587
1485,29508
1486,36688
1441,29272
1487,11832
1489,2790
1490,33210
1491,34610
1492,31502
1493,29053
1495,21261
1497,16458
1498,18139
1499,21787
1500,24083
1501,4737
1502,21050
1503,5108
1507,28568
1509,4767
1510,11357
1512,23990
1517,31171
1518,16069
1519,20931
1520,21300
1521,18735
1522,14428
1523,13498
1524,32845
1525,15198
1529,22472
1530,23454
1531,19576
1532,2081
1533,30758
1534,7055
1536,20112
1537,18185
1538,11494
1539,18507
1541,24924
1542,22071
1544,7055
1545,2522
1546,27199
1547,18082
1548,31964
1551,18040
1553,38953
1554,31794
1557,38226
1559,10528
1560,26957
1561,34691
1562,33198
1563,18017
1564,2759
1565,16792
1566,14819
1568,36357
1569,30813
1192,7699
1574,34193
1575,11847
1576,35129
1577,18623
1458,10288
1580,2727
1581,2959
1582,37018
1583,36522
1585,284
1586,27869
1587,403
1589,18170
1590,18357
214,39213
1592,16155
1595,3879
1596,23947
1597,35300
1598,19578
1599,33127
1600,6321
1601,18507
1603,32666
1604,7410
1605,17173
1607,30743
1608,24502
1611,35062
1612,8083
1613,22774
1614,18708
1616,31727
1618,35039
1619,16704
1620,6476
1621,7055
1622,9688
1623,31434
1624,12259
1625,6664
1626,8412
1627,22965
1629,36411
1630,25206
1631,29148
1632,27869
1633,11798
1634,30013
1637,12589
1638,29191
1641,28712
1642,28947
1643,24085
1644,9585
1645,25354
1646,13415
1647,13252
1649,27078
1651,7360
1653,38704
1654,28712
1655,1007
1657,2666
1658,17219
1659,9780
1660,32399
1662,34194
1665,31434
1668,3444
1673,25789
1674,37018
1675,2689
1676,18583
1677,29145
1679,32666
1680,37216
1681,12389
1684,35985
1687,17644
1688,13760
1689,32383
1690,12425
1693,16835
1695,35997
1697,24498
1699,8604
1700,18285
1701,35016
1702,25679
1703,31759
1704,34783
1705,15721
1706,28562
1707,32346
1708,14260
1709,2177
1710,22745
1711,17725
1713,2225
1714,35868
1715,9999
1716,21854
1717,26988
1719,18507
1721,31102
1722,11605
1723,17631
1725,35373
1726,24490
1727,4882
1730,16069
1731,10288
1732,4893
1733,12144
1735,8498
1736,37773
1739,12510
1742,31759
1743,29582
1745,31373
1746,23994
1748,5210
1749,34977
1751,34848
1752,2381
1753,34727
1755,8360
1756,28223
1757,15721
1759,35078
1760,35996
1762,33839
1764,15782
1766,22197
1767,22885
1768,6862
1769,12707
269,9780
1770,31859
1771,28468
1772,18185
1773,38226
1774,35062
1775,33323
1777,17333
1778,17536
1779,31118
1782,10317
1783,14195
1784,356
1785,23909
1787,4834
1788,22871
1792,31360
746,28979
1794,21727
1795,21936
1796,17928
1797,35758
1798,881
1799,8943
1800,29329
1802,20577
1804,7621
1805,8979
1806,28562
1807,8360
1808,29168
1809,30987
1810,6429
1812,1144
1813,31024
1814,28564
1816,30789
1819,37148
1823,8595
1824,2749
1826,18041
1827,17116
1828,32650
1829,12634
1830,33523
1832,28125
1833,25869
1834,33400
1835,10250
1836,22909
1837,23775
1838,15389
1840,22049
1841,894
1844,4854
1845,4907
1846,8360
1847,21810
1851,21301
1852,33681
1853,31061
1854,12340
1855,33566
1856,31362
1857,36405
1858,28712
1859,12451
1279,29053
1861,28937
1863,23704
1864,18492
1865,18185
1866,3788
1869,36640
1870,35061
1872,22472
1873,16798
1874,18595
1875,24085
1877,22677
1878,28633
1880,9319
1881,7055
1882,21810
1883,37018
1884,21936
1886,25600
1887,31361
1888,9404
1889,18637
1890,18120
1892,27772
1893,31434
1895,6862
1897,38319
1899,15939
1900,31061
1902,18977
1903,7979
1905,11798
1906,30013
1907,4703
1909,6476
1910,18426
1913,15167
1914,36522
1918,10461
1919,8685
705,32168
1921,4607
1923,10532
1924,8791
1925,12342
1927,17144
1928,37272
1929,20115
1930,35906
1931,32207
1932,22885
1933,25188
1934,34977
1935,11798
1936,9691
827,22524
1937,38662
1938,15738
1940,32654
1942,13111
1944,27646
1945,18926
1947,18357
1948,23924
1949,30716
1953,36308
1954,35480
1956,17928
1957,4815
1958,29786
1960,26161
1961,23469
1964,30743
1965,5415
1967,18240
1969,18357
1970,21181
1971,25246
1972,23148
1973,31624
1975,34365
1977,36964
1978,2465
1980,3831
1981,894
1982,3189
1984,21991
1985,8644
1986,36457
1252,29433
1988,27795
1989,18285
1990,2872
1991,26957
1992,28712
1993,36489
1994,36385
1995,2416
1996,6813
1998,29627
1999,36277
2000,36817
2004,33491
2005,18065
2006,27319
2007,16648
2011,23058
2012,3662
2016,29053
2017,3615
2018,27360
2019,16970
2023,25279
2024,17868
2026,18357
2027,16383
2030,34045
2035,9158
2036,25180
2037,11915
2038,34911
2040,7197
2043,7072
2045,692
2048,30912
2049,27869
2050,31301
2055,18637
2056,20448
2058,26602
2059,29666
2060,38704
2061,35629
2063,12350
2064,35114
2066,16597
2067,18082
1816,15738
2068,35074
2069,23990
561,5832
2070,9635
2071,17054
2074,17673
2075,35115
2077,31143
2078,28424
2081,29508
2082,2081
2083,30743
2084,37018
2085,1585
2086,7310
2087,14255
2088,8520
2089,7290
2091,15924
2092,38350
2093,34918
2095,31061
2096,18285
2097,18145
2098,33920
2099,11978
2100,26794
2101,31304
2102,24679
2103,6762
2104,8175
2106,30542
2107,18227
2108,8416
2110,17445
2111,4326
2112,34194
2114,18140
2115,16927
2117,2254
2118,8385
2119,24924
2120,25409
2121,23074
218,27206
2122,33447
2123,31434
2124,17889
2126,18475
2128,24498
2129,20745
2130,35024
2131,29040
435,37470
2133,31859
2134,34547
2135,36890
2137,10389
2138,23058
2142,29053
2143,23276
2144,4926
2145,28688
2146,36457
2147,18082
2149,17640
2150,32671
9,25214
2152,32434
2153,36488
2156,5289
2159,35841
2163,8761
2164,32666
2165,22085
2166,17868
372,16851
2169,20345
2170,32651
2172,18977
2174,33725
2176,37178
261,31699
2177,18583
2178,31699
2179,6775
2180,33839
2181,11445
2182,34239
2183,13511
2184,31061
2185,31624
2189,2342
1989,36457
2191,3764
2192,11978
2193,2273
2194,28712
2195,35906
2196,24175
2198,647
2199,20721
2200,8360
2201,36814
2202,6946
2204,20758
2205,22007
692,30811
2207,30818
2208,34194
2209,33920
2212,29210
2215,21692
2216,15834
2218,25230
2219,38613
1245,37018
2221,17219
2222,20876
2223,6020
2225,35114
2226,7055
2228,20758
288,16993
2229,35980
2230,37116
2231,9779
2232,36717
2233,13799
2234,4062
2235,32207
2236,8677
2237,4826
2238,20279
2239,8962
2240,19382
2241,4586
2243,27869
2244,31893
2245,33480
2248,17928
2250,2634
2252,8609
2253,36587
2254,3038
2255,36168
2257,6695
2258,15338
2259,5087
2260,34704
2262,31301
2263,11031
2264,4933
2265,25728
2267,8534
2270,15338
2272,27831
2273,26957
2275,37033
2277,18357
2278,5240
2280,20758
2281,20759
2282,31884
2283,30943
2284,24363
2286,10250
2290,5164
2291,24377
2292,13498
2297,32845
2298,7504
2299,15900
2300,37470
2301,29053
2302,32045
2303,12467
2304,13498
2306,19227
2307,6407
2146,13552
2308,14700
2309,31621
2310,25562
2311,500
2312,18579
2313,24385
2314,11268
2316,22158
2317,20700
2318,37243
2319,17660
2320,32079
2321,22370
2322,7496
2323,584
2326,2342
2327,10288
2328,18972
2330,23454
2333,38704
2335,9585
2337,894
2339,17928
2342,894
2343,17673
2344,25867
2346,2570
2347,9152
2348,9493
2350,37470
2351,15506
2352,894
2356,9219
2358,13200
2361,7278
2362,39014
2363,2634
2364,32170
2365,35777
2366,25180
2367,8959
2368,39275
2370,16458
217,23829
2371,38226
2372,31727
594,8960
2375,31434
2376,24383
2377,15198
2379,27402
2380,2397
2382,154
2383,21991
2384,36685
2386,39014
2387,19705
2388,4908
2390,9190
2391,6574
2392,38838
2393,11445
2395,18621
1944,18170
2397,31357
2400,38662
2404,36488
2406,11031
2407,7385
2409,27074
2410,18307
2411,4168
2412,24651
2413,2081
1157,24085
2414,31904
2415,39271
2416,35586
2417,29843
2418,10106
2419,25840
2421,39174
2422,23704
2423,20721
2424,29340
2427,34979
2428,13334
2429,16458
2430,15710
2431,11458
2433,17846
2434,7055
2435,30197
2437,18397
2441,37470
2443,22080
2444,7836
2446,17434
2449,35898
2450,19080
2451,18120
2453,32023
2456,16150
2457,26724
2458,27206
2459,19502
2460,27228
2463,18853
2464,7379
2465,13643
2467,28029
2468,15834
2469,31890
2470,5415
2471,15626
2472,34547
2473,20620
2475,17116
2476,38562
2477,3979
2479,38300
2481,12436
2482,35086
2483,29106
2484,23869
492,15389
2486,5112
2487,38425
2488,26980
764,32979
2491,9672
2493,18013
2495,17219
2496,33597
2497,19462
2498,38226
2499,20345
2500,25476
2502,10250
2504,32684
2507,25944
2509,21220
2512,1953
2513,35660
2515,14490
2518,20745
2519,2590
2520,5982
2521,18209
2522,11116
2523,9999
2524,8888
2526,8876
2528,22370
2531,30628
2533,27477
2534,2377
2536,6394
2537,18004
2539,15769
2540,22080
2543,8147
2544,9999
2545,18676
2547,19447
2550,13783
2552,38475
2553,13401
2554,36601
2555,9672
2088,30117
2556,19467
2557,16182
2558,29297
2559,31434
2561,2081
2563,8360
2564,2667
2565,34056
2566,13932
2567,11268
2568,14576
1603,31699
2571,2323
1950,12934
2572,13303
2573,38226
2574,24385
2575,28581
2576,23869
2577,37746
1647,22885
205,8287
2578,17765
2579,2634
2580,25037
2582,20327
2584,34727
2585,4850
2586,35298
2587,8369
215,39473
9,8573
2588,2841
2589,23980
2590,16458
2248,16597
2591,20112
2592,15167
2593,30619
2596,8867
2598,22347
2599,15758
2600,13689
2601,22111
2602,18434
2603,31617
2604,12554
2605,17673
2606,8509
2607,10522
2609,21695
2611,2634
2612,8803
2613,35629
2614,18357
2615,2081
2616,36735
2617,28427
2618,36949
2619,19632
2621,18073
2624,35956
2625,12204
2626,8641
2628,2825
2629,15860
2630,4541
2634,11116
2637,3321
2639,32182
2640,16792
2641,12342
2642,4761
2645,3845
2646,6407
2648,20678
2652,29666
37,7055
2654,15215
2655,15951
2657,14465
2084,4882
2661,22874
2662,33166
2663,12293
2665,19227
2667,9447
2669,30316
2670,17943
1147,2749
2673,398
2674,31100
2677,31683
2680,8792
2682,15957
2683,11343
2684,18351
2685,37403
2688,33831
2690,18328
2691,31743
2693,21810
2694,46
2696,19074
2697,2634
2698,7055
2699,1774
2700,37470
2701,28698
2702,33230
2703,19650
2704,20000
2708,8076
2709,34859
2710,34772
1109,18082
2712,25202
2713,30542
2715,12069
2659,18828
2717,30743
2718,4850
2719,20965
2721,25155
2722,26161
2725,33400
2726,27424
2727,19673
2728,18626
2653,18583
2731,16331
2734,38527
2735,38717
2739,32860
2740,22774
2741,34979
2745,15710
2746,17219
2747,18578
2748,24531
2750,28730
2751,21434
2752,1464
2755,5415
2757,38953
2758,25679
2759,14850
2762,38930
2763,36042
2765,18583
2766,10607
2768,9447
2769,30451
2770,31266
2771,15762
2774,4472
2775,4574
2776,18080
2779,26951
2780,30250
2781,10276
2782,9189
2783,22111
2784,13799
2792,38988
2793,30542
2794,33504
2795,8072
2796,29508
2797,37018
2798,29053
2799,3980
2800,2538
2801,7562
2803,32651
2805,2469
2807,25609
2809,32135
2810,38226
2812,26125
2813,33931
2814,6537
2815,15338
1989,13115
2817,16240
2818,8394
2819,37559
2820,9585
2821,38573
2822,6407
2825,478
2826,32434
2827,31422
2828,5240
2829,22687
2830,20201
2831,18771
2833,93
2834,18004
2835,2315
2836,16383
2837,35262
2838,38662
2839,13643
2662,8662
2841,37470
2842,24657
2843,37714
2844,9672
2845,34918
2846,25439
2847,32911
2850,36437
2851,3112
2852,37596
2855,28394
2857,39274
2858,16677
2859,18120
2860,32207
2864,16798
2865,39009
2866,1585
2867,32538
2868,4698
2869,18040
2870,11268
2872,2273
2873,38518
2874,32627
2876,10250
2878,18140
2880,25889
2881,29233
2883,31929
2884,14252
2886,20491
2887,18972
2888,4834
2891,7385
2892,34547
2893,18306
2894,24082
2895,32207
2896,692
2897,9091
2898,1268
2899,10066
2900,4348
2901,30927
2903,12467
2904,31885
2905,5190
2908,7958
2909,14984
2910,14984
1309,7385
2913,18655
2914,22348
2915,25188
2917,15566
2918,2377
2920,18307
2923,34849
2924,7863
2926,3644
2927,31727
2928,11982
2931,13831
2932,23970
279,5452
2933,23869
2935,7850
2936,38226
2937,1162
2938,37686
2939,34338
2940,1079
2943,16264
2944,34194
2945,15991
2946,12661
2947,16792
2949,11129
2950,34849
2952,17396
2953,10946
2956,14984
2957,3112
2958,26741
2959,31929
2962,27780
2963,1625
2964,12654
2965,19467
2967,37993
2969,32651
2970,33113
2971,16798
2973,38226
2974,2273
2975,37016
1423,3463
2977,16999
2978,29627
2979,12038
132,32023
2980,26586
2981,692
2983,34193
1425,37697
2984,18013
2985,24223
389,31489
2851,2098
2988,34250
2990,31061
2992,17905
2993,18082
2994,13643
2995,32636
2996,31010
2997,25540
2999,28921
3000,38226
3001,9691
3002,7055
3003,2381
3004,24112
3005,22647
3006,5141
3008,31373
3009,28286
3010,35868
3011,16161
3012,29272
3013,16774
3015,33749
3017,21908
3018,23869
3019,17868
976,34727
3020,5302
3021,33694
498,22136
3025,9158
3026,9842
3027,33400
2991,28223
3028,34547
3029,29508
3031,7452
3032,30542
3033,5686
3035,11403
3036,8604
3038,13279
3040,23869
3041,28979
3042,30117
3043,36207
3044,16759
3045,938
3046,28223
3047,38763
3048,1774
3049,23308
3050,18466
3051,22472
3052,38535
3054,24724
3055,13017
3056,4104
3058,123
3060,8520
3062,9038
3064,12487
3065,6792
3066,37470
3067,5302
3069,15402
3070,15834
3075,38666
3078,18302
3080,16586
3081,22338
3084,38999
3087,3586
3088,9158
3091,10250
3093,21253
3095,19878
3096,34727
3097,20585
3098,9370
3099,26634
3100,20103
127,34979
3101,34193
3102,17868
3104,29094
3106,3252
3107,11962
3110,17219
3111,35629
3112,2047
3113,18357
3114,29304
3115,8867
2507,34738
3117,39091
3118,29999
3121,11031
3122,29879
3123,28540
3124,17859
3125,6862
3126,30816
3128,5686
3130,34469
3131,894
3132,315
3133,38163
3134,4141
3135,2230
3136,9505
3137,34725
3139,9189
3140,18608
3141,16458
3142,35641
3143,27199
3144,8271
3145,18712
3146,14686
3150,4143
3151,5264
3153,31683
3154,34227
3155,31061
3156,32736
3157,35661
3158,3980
3162,23136
3164,28221
3165,29842
3167,7947
3168,3561
3170,34859
3171,31061
1976,25372
3172,894
3173,14506
3175,16354
3177,30813
3178,22677
3179,20345
3180,19196
3183,30542
3184,379
3185,33591
3186,12470
3189,27751
3190,16677
3191,2364
3193,38367
3195,12504
3196,7004
3198,25354
3199,27867
3200,35024
3201,2216
3203,2273
3204,16150
3205,13108
3206,20758
3207,14356
3212,15710
3214,35115
3215,13819
3216,25347
3217,29256
1915,22934
3219,20106
3222,28038
3223,31143
3224,33347
3225,17434
3227,5276
3229,4690
3231,36774
3233,34238
3234,36508
3235,34122
3239,15392
3240,12328
1946,27185
3242,12394
3243,360
3244,17868
3245,8901
3247,34979
3249,18063
1334,25679
3250,35968
3251,29329
3252,30743
3255,34193
3256,22671
3257,2749
3258,30758
3262,17434
3263,9374
3265,18357
3266,27936
3267,34608
3273,18317
3274,811
3275,19327
3276,34227
3277,20607
3278,32651
3279,19796
3280,29623
3281,2871
3282,36911
3283,10754
3284,9152
3285,18305
3286,25439
3287,13292
3288,30316
3290,11403
3292,13979
3293,4358
3294,36489
3295,18650
3296,4834
3298,9672
3299,36967
3302,37104
3303,17673
3304,31301
3306,156
3307,9540
3309,21615
3310,13154
3311,38953
1670,30762
3313,2688
3314,29053
3315,20660
3316,22071
3317,17782
3318,2377
3319,1273
3323,25884
3327,35131
3328,38226
3329,1650
3330,7504
3331,32504
3334,17890
437,12106
3336,2230
3337,18583
3338,3266
3339,12964
3345,16796
3346,37148
3347,28717
3349,33912
3350,4703
3352,36976
3353,15167
3354,13401
3355,25354
3356,33807
3360,4807
3361,9672
3364,3266
3365,3266
3367,30492
3368,2391
3369,17765
3370,33335
3371,33839
3372,28579
3373,38717
3374,30117
1275,30628
3375,13733
3376,30081
3377,22524
3378,315
3381,27868
3382,30542
3384,8643
3385,29368
3386,5890
3387,14636
3388,19352
3389,5264
3390,31699
3391,7076
3392,20520
3393,39009
3397,35086
3398,12069
3399,27319
3400,4992
3401,17434
3402,35036
3403,5266
3404,37104
3408,4976
3409,5270
3410,31551
3411,20410
3412,23532
3413,32651
